course_id,lo_code,content_vn,content_en
CO3027,L.O.1.2,Phân biệt được sự khác nhau giữa các loại tài sản trí tuệ,Recognize different intellectual properties
CO3027,L.O.2.1,Phân biệt được những cách định giá động khác nhau,Recognize different dynamic pricing methods
CO3027,L.O.2.2,Có thể xác định giá bán tối ưu bằng lý thuyết trò chơi,Determine optimized price using game theory
CO3027,L.O.2.3,Giải thích được cách hoạt động của những mô hình thu lợi nhuận khác nhau,Explain the working of revenue models
CO3027,L.O.3.1,Phân biệt được những loại hình quảng cáo trực tuyến khác nhau,Recognize online advertising forms
CO3027,L.O.3.2,Biết được cơ chế để tối ưu hóa website cho phù hợp với những công cụ tìm kiếm,Understand how to optimize websites for search engine friendly
CO3027,L.O.4.1,Phân tích được ưu và nhược điểm của những hình thức lưu trữ website khác nhau,Analyze the advantages and disadvantages of website hosting methods
CO3027,L.O.4.2,Trình bày được những chức năng cơ bản của phần mềm Thương mại điện tử,Describe basic features of electronic commerce software
CO3027,L.O.5.1,Hiểu được vai trò và sự quan trọng của việc thiết kế UX/UI trong Thương mại điện tử,Understand the role and importance of UX / UI design in e-commerce
CO3027,L.O.5.2,Giải thích được các nguyên tắc thiết kế,Explain the design principles
CO3027,L.O.5.3,Giải thích được các cấp độ thiết kế khác nhau,Explain the different types of design levels
CO3027,L.O.5.4,Có thể thiết kế được UX/UI của một hệ thống Thương mại điện tử,Develop UX / UI of an e-commerce system
CO3027,L.O.6.1,Giải thích được sự cần thiết của chính sách bảo mật,Explain the necessity of security policy
CO3027,L.O.6.2,Trình bày được cách thức bảo mật ở mức vật lý,Describe physical level security techniques
CO3027,L.O.6.3,Trình bày được những cơ chế để xác thực và kiểm soát truy cập,Describe authentication and access control techniques
CO3027,L.O.6.4,Trình bày được một số cách thức bảo mật ứng dụng web,Describe some techniques to secure web applications
CO3027,L.O.7.1,Giải thích được sự quan trọng của việc lập kế hoạch,Explain the importance of planning
CO3027,L.O.7.2,Trình bày được các giai đoạn và hoạt động trong quá trình phát triển dự án,Describe the stages and related activities in project development
CO3027,L.O.7.3,Trình bày được những vai trò trong dự án thương mại điện tử,Describe roles in electronic commerce project
CO3027,L.O.7.4,Trình bày quy trình xây dựng hệ thống thương mại điện tử,Describe the process of building an e-commerce system
CO3029,L.O.1.1,So sánh quá trình khám phá tri thức và quá trình khai phá dữ liệu,Compare a knowledge discovery process with a data mining process
CO3029,L.O.1.2,Liệt kê được các bước trong quá trình khám phá tri thức,List the steps of a knowledge discovery process
CO3029,L.O.1.3,Nêu ví dụ thực tế về quá trình khám phá tri thức,Give a practical example of a knowledge discovery process
CO3029,L.O.2.1,Liệt kê các tác vụ khai phá dữ liệu,List data mining tasks
CO3029,L.O.2.2,Mô tả được các thành phần của tác vụ khai phá dữ liệu tổng quát,Describe each component of a data mining task in general
CO3029,L.O.2.3,Mô tả được các thành phần của giải thuật khai phá dữ liệu tổng quát,Describe each component of a data mining algorithm in general
CO3029,L.O.2.4,Mô tả được quy trình khai phá dữ liệu chuẩn,Describe a standardized data mining process
CO3029,L.O.2.5,Liệt kê được các ứng dụng của khai phá dữ liệu trong ít nhất 1 lĩnh vực thực tế,List data mining applications in at least one application domain
CO3029,L.O.2.6,"Phân biệt được hệ thống khai phá dữ liệu với các dạng hệ thống khác như hệ cơ sở dữ liệu diễn dịch, hệ thống truy hồi thông tin, hệ thống học máy, …","Determine the differences between a data mining system and other systems such as deductive database systems, information retrieval systems, machine learning systems, and so on"
CO3029,L.O.3.1,Giải thích tác vụ hồi qui dữ liệu,Explain data regression
CO3029,L.O.3.2,Giải thích tác vụ phân loại dữ liệu,Explain data classification
CO3029,L.O.3.3,Giải thích tác vụ gom cụm dữ liệu,Explain data clustering
CO3029,L.O.3.4,Giải thích tác vụ khai phá tập mẫu thường xuyên và luật kết hợp,Explain frequent itemset and association rules mining
CO3029,L.O.4.1,Xác định được các mô tả thống kê của tập dữ liệu cho trước,Determine statistical descriptives of a given data set
CO3029,L.O.4.2,Mô tả được vấn đề và giải pháp nhận diện nhiễu và phần tử ngoại biên trong tập dữ liệu cho trước,Describe noise and outlier detection problems and solutions of a given data set
CO3029,L.O.4.3,Thực hiện được các biến đổi dữ liệu trên tập dữ liệu cho trước,Conduct data transformation on a given data set
CO3029,L.O.4.4,Thực hiện được các thu giảm dữ liệu trên tập dữ liệu cho trước,Conduct data reduction on a given data set
CO3029,L.O.5.1,Khai phá được mô hình hồi qui dữ liệu/mô hình phân loại dữ liệu/mô hình gom cụm dữ liệu/tập mẫu thường xuyên và luật kết hợp tương ứng trong ứng dụng khai phá dữ liệu,Build data regression models/data classification models/data clustering models/frequent itemsets and association rules in data mining applications
CO3029,L.O.5.2,Sử dụng được thư viện khai phá dữ liệu trong ứng dụng khai phá dữ liệu,Utilize data mining libraries for data mining application development
CO3029,L.O.5.3,Minh họa được việc sử dụng kết quả khai phá dữ liệu trong một chương trình ứng dụng cụ thể,Demonstrate using mining models/patterns in a particular data mining application
CO3031,L.O.1.1,Phân tích độ phức tạp trong trường hợp xấu nhất của những giải thuật lặp đơn giản,Analyze the worst-case complexity of iterative algorithms
CO3031,L.O.1.2,"Phân tích độ phức tạp trong trường hợp xấu nhất của những giải thuật đệ quy, dựa vào hệ thức truy hồi",Analyze the worst-case complexity of iterative algorithms based on recurrence relations
CO3031,L.O.1.3,Phân biệt được những lớp khác nhau của độ phức tạp của giải thuật,List and contrast standard complexity classes
CO3031,L.O.1.4,Phân tích độ phức tạp trong trường hợp trung bình của một số giải thuật đơn giản,Analyze the average-case complexity of some simple algorithms
CO3031,L.O.1.5,Có thể sử dụng ký hiệu O lớn để phát biểu về cận trên của độ phức tạp thời gian /chỗ bộ nhớ của giải thuật,Use big-O notation to give asymptotic upper bounds on time/space complexity of algorithms
CO3031,L.O.1.6,Có thể xác định được tác vụ căn bản của một giải thuật để dựa trên đó tính toán độ phức tạp của giải thuật ấy.,Identify the basic operation of a given algorithm on which the complexity analysis for this algorithm can be computed
CO3031,L.O.1.7,Có thể cho thí dụ về sự đánh đổi giữa thời gian thực thi và chỗ bộ nhớ của các giải thuật,Given examples that illustrate time-space trade-offs of algorithms.
CO3031,L.O.2.1,"Đối với mỗi chiến lược thiết kế giải thuật, có thể nêu ra một thí dụ thực tế có áp dụng chiến lược đó.","For each of algorithm design strategies, identify a practical example to which it would apply"
CO3031,L.O.2.2,Dùng chiến lược chia để trị để giải một bài toán thích hợp với chiến lược này.,Use a divide-and-conquer algorithm to solve an appropriate problem
CO3031,L.O.2.3,Dùng chiến lược giảm để trị để giải một bài toán thích hợp với chiến lược này.,Use a decrease-and-conquer algorithm to solve an appropriate problem
CO3031,L.O.2.4,Dùng chiến lược biến thể để trị để giải một bài toán thích hợp với chiến lược này.,Use a transform-and-conquer algorithm to solve an appropriate problem
CO3031,L.O.2.5,Dùng chiến lược quy hoạch động để giải một bài toán thích hợp với chiến lược này.,Use dynamic programming to solve an appropriate problem
CO3031,L.O.2.6,Dùng chiến lược tham lam để giải một bài toán thích hợp với chiến lược này.,Use greedy approach to solve an appropriate problem and determine if the greedy rule chosen leads to an optimal solution.
CO3031,L.O.2.7,Dùng chiến lược quay lui đệ quy để giải một bài toán thích hợp với chiến lược này.,Use recursive backtracking to solve an appropriate problem
CO3031,L.O.2.8,Dùng chiến lược nhánh-và-cận để giải một bài toán thích hợp với chiến lược này.,Use branch-and-bound to solve a problem such as traveling salesman problem.
CO3031,L.O.2.9,Dùng giải thuật xấp xỉ để giải một bài toán thích hợp với chiến lược này.,Use approximation algorithm to solve an appropriate problem
CO3031,L.O.3.1,Định nghĩa được các lớp bài toán P và NP,Define the classes P and NP
CO3031,L.O.3.2,Định nghĩa được lớp bài toán NP-đầy đủ,Define the NP-complete class
CO3031,L.O.3.3,Có thể cung cấp một số thí dụ về bài toán NP-đầy đủ,Provide examples of classic NP-complete problems
CO3031,L.O.3.4,Có thể chứng minh một bài toán là NP-đầy đủ bằng cách thu giảm một bài toán NP-đầy đủ đã biết về nó.,Prove that a problem NP-complete by reducing a classic known NP-complete problem to it.
CO3031,L.O.3.5,Nắm vững một số phương pháp để đối phó với các bài toán NP đầy đủ,Know some methods to deal with NP-complete problems.
CO3033,L.O.1,"Nhận dạng, hiểu, và phân tích được các yêu cầu về bảo mật hệ thống thông tin của một tổ chức. Nắm được những kiến thức cơ bản về các cơ chế, mô hình và kỹ thuật để giữ bí mật, bảo đảm tính toàn vẹn và sẵn sàng trong các hệ thống thông tin và các hệ CSDL.",Define basic concepts commonly used in the area of information systems security
CO3033,L.O.2,Có các kỹ năng cơ bản để thiết kế và xây dựng một hệ thống bảo mật.,Basic skills to design and implement a security system
CO3033,L.O.3,Hiểu và phân tích được vai trò và tầm quan trọng không thể thiếu của bảo mật trong các lĩnh vực ứng dụng mới,Understand and analyze the role and importance of security in modern applications
CO3033,L.O.4,Phát triển kỹ năng làm việc nhóm và giải quyết những vấn đề liên quan đến việc xây dựng một hệ thống bảo mật cho hệ thống thông tin của các doanh nghiệp/tổ chức.,Develop teamwork skill and solve issues related to a security system development for enterprise information systems
CO3035,L.O.1,"Hiểu cấu tạo, nguyên lý hoạt động, mô hình của các linh kiện điện tử chủ yếu như diode, BJT và FET transistor","Understand the structure, operating principle, model of major electronic components such as diode, BJT and FET transistor"
CO3035,L.O.2,Xác định được các thông số thực và liên kết đến hoạt động vật lý của thiết bị,Realization of the actual parameters and links to the physical operation of the device
CO3035,L.O.3,"Phân tích hoạt động ở trạng thái ổn định của các mạch điện tử ứng dụng cơ bản như mạch khuyếch đại, mạch khuyếch đại thuật toán","Analyze the steady-state operation of basic applied electronic circuits such as amplifier circuits, algorithmic amplifier circuits"
CO3037,L.O.1,"Diễn giải các khái niệm, thuật ngữ về Internet of Things",Explain Internet of Things concepts and terms
CO3037,L.O.2,Nắm bắt được quy trình phát triển ứng dụng IoT,Grasp the IoT application development process
CO3037,L.O.3,Khả năng thiết kế và hiện thực một ứng dụng IoT,The ability to design and implement an IoT application
CO3041,L.O.1,Nắm vững các phương pháp học máy cơ bản,Understand popular machine learning methods
CO3041,L.O.2,Phân tích và thiết kế một hệ thống thông minh,Analyze and design an intelligent system
CO3041,L.O.3,Đánh giá hiệu suất một hệ thống thông minh,Evaluate the performance of an intelligent system
CO3043,L.O.1.1,Hiểu được tầm quan trọng của các ứng dụng cho thiết bị di động,Understand the importance of mobile apps
CO3043,L.O.1.2,Phân biệt được sự khác nhau giữa ứng dụng cho PC và ứng dụng di động,Differentiate between PC apps and mobile apps
CO3043,L.O.1.3,Biết được kiến trúc đặc thù của thiết bị di động,Know the specific architecture of mobile devices
CO3043,L.O.1.4,Biết được các nền tảng cho ứng dụng đi động hiện nay,Know the platforms for mobile applications today
CO3043,L.O.1.5,Biết được kiến trúc chung cho một ứng dụng trên thiết bị di động.,Know the general architecture for a mobile app.
CO3043,L.O.1.6,Biết được luồng thực thi của ứng dụng trên thiết bị di động.,Know the execution flow of a mobile app.
CO3043,L.O.1.7,Thiết kế được kiến trúc chung cho một ứng dụng trên thiết bị di động nhiều module.,Design a common architecture for a multi-module mobile application.
CO3043,L.O.2.1,Biết được các xu hướng thiết kế trên thiết bị di động.,Know the design trends on mobile devices.
CO3043,L.O.2.2,Phân biệt được sự khác nhau của giao diện ứng dụng thiết bị di động và ứng dụng cho máy tính,Distinguish the difference between mobile application interface and desktop application
CO3043,L.O.2.3,Thiết kế được các mẫu giả lập giao diện UI/UX trên ứng dụng di động,Design mockups of UI/UX interfaces on mobile applications
CO3043,L.O.2.4,Hiểu được sự tương tác giữa người dùng và ứng dụng di động,Understand the interaction between users and mobile apps
CO3043,L.O.2.5,Sử dụng được các công cụ thiết kế giao diện người dùng,Utilize user interface design tools
CO3043,L.O.3.1,Hiểu được thế nào là một web service,Understand what is a web service
CO3043,L.O.3.2,Chỉ ra được các định dạng dữ liệu được truyền thông qua web service,Specify the data formats to be transmitted through the web service
CO3043,L.O.3.3,Biết lưu trữ dữ liệu trên máy chủ hoặc điện toán đám mây,Know how to store data on a server or in the cloud
CO3043,L.O.3.4,Hiện thực được các web service cho các ứng dụng thực tế,Realize web services for real applications
CO3043,L.O.3.5,Triển khai được các máy chủ dịch vụ và các ứng dụng dịch vụ trên nền tảng điện toán đám mây phục vụ ứng dụng di động.,Deploying service servers and service applications on the cloud computing platform serving mobile applications.
CO3043,L.O.4.1,Sử dụng được Framework cụ thể để phát triển ứng dụng trên thiết bị di động,Use specific frameworks to develop mobile apps
CO3043,L.O.4.2,Hiện thực được giao diện dựa trên thiết kế (layout),Realize the interface based on the design (layout)
CO3043,L.O.4.3,Hiện thực được Giao tiếp dữ liệu với các web service,Realize Data Communication with Web Services
CO3043,L.O.4.4,"Sử dụng được các dịch vụ trên thiết bị di động (định vị, cảm biến, NFC, v.v…)","Using services on mobile devices (location, sensors, NFC, etc.)"
CO3043,L.O.4.5,Biết cách triển khai ứng dụng trên Google Play/ Apple Store,Know how to deploy apps on Google Play/Apple Store
CO3045,L.O.1.1,Biết được sự phát triển của lập trình game,Know the development of game programming
CO3045,L.O.1.2,Biết được xu thế và thị trường game hiện tại,Know the current game trends and market
CO3045,L.O.2.1,"Biết game loop, game object, sprite, animation,…","Know game loops, game objects, sprites, animations, etc.."
CO3045,L.O.2.2,Sử dụng thư viện “pygame” để hiện thực game đơn giản,Using the “pygame” library to implement a simple game
CO3045,L.O.3.1,"Hiểu về vector, matrix và các phép toán cơ bản, các ứng dụng trong game","Understanding vectors, matrices and basic math, applications in games"
CO3045,L.O.3.2,Hiểu về các biểu diễn và cơ chế xác định đụng độ giữa các vật thể trong game,Understanding the representations and mechanics of determining collisions between game objects
CO3045,L.O.3.3,Hiện thực game có sử dụng vector và có xác định đụng độ,Realistic game using vectors and determined collisions
CO3045,L.O.4.1,"Nắm và vận dụng được các kỹ thuật để xử lý sprite, animating sprite, tiled map, scrolling game","Understand and apply techniques to handle sprites, animating sprites, tiled maps, scrolling games"
CO3045,L.O.4.2,Hiện thực scrolling game,Realistic scrolling game
CO3045,L.O.5.1,Phân biệt được AI trong game và AI thông thường,Distinguish between game AI and normal AI
CO3045,L.O.5.2,"Nắm bắt được các giải thuật tìm đường, cách mô hình hóa bản đồ.","Understand the way finding algorithms, how to model the map."
CO3045,L.O.5.3,Nắm bắt được State-Based Behaviors,Capturing State-Based Behaviors
CO3045,L.O.5.4,Phân biệt được Strategy và Planning,Distinguish between Strategy and Planning
CO3045,L.O.5.5,Hiện thực game có AI,Realistic game with AI
CO3045,L.O.6.1,Phân biệt được TCP và UDP được sử dụng trong game như thế nào,How to distinguish between TCP and UDP used in games?
CO3045,L.O.6.2,Hiểu và biết lựa chọn Topology phù hợp cho game,Understand and know how to choose the right Topology for the game
CO3045,L.O.6.3,Hiểu về vấn đề Cheating,Understanding the Cheating Problem
CO3045,L.O.6.4,Hiện thực Networked game,Realistic Networked Game
CO3045,L.O.7.1,"Hiểu các kiến thức cơ bản về lập trình game 3D như 3D Model, Model Space, World Space,…","Understand the basics of 3D game programming such as 3D Model, Model Space, World Space, etc."
CO3045,L.O.7.2,Ánh sáng (lighting) và bóng (shading),Lighting and shading
CO3045,L.O.7.3,Sử dụng được 1 game engine để hiện thực game 3D,Using a game engine to realize 3D games
CO3047,L.O.1.1,"Mô tả được các khái niệm cơ bản về mạng máy tính như giao thức, bộ giao thức, cấu trúc mạng, điều khiển lỗi, điều khiển dòng, điều khiển tắc nghẽn, v.v.","Describe the basic concepts of computer networks. Such as protocol , protocols suite, network structure, error control , flow control , congestion control , .."
CO3047,L.O.1.2,Mô tả được các khái niệm liên quan đến mạng MPLS và kỹ thuật lưu thông MPLS,Describe concepts related to MPLS and MPLS traffic engineering
CO3047,L.O.1.3,Mô tả được các khái niệm liên quan đến mạng đa phương tiện và kiến trúc Internet đáp ứng chất lượng dịch vụ (QoS),Describe concepts related to multimedia network and Internet multimedia architecture to meet quality of service (QoS)
CO3047,L.O.1.4,"Mô tả được các khái niệm liên quan đến các mạng không dây di động gồm mạng cục bộ không dây, mạng di động, IP di động, ..","Describe concepts related to mobile wireless networks including wireless LAN , cellular network, Mobile IP , .."
CO3047,L.O.1.5,Nhận biết được các vấn đề liên quan đến công việc thiết kế mạng,Identify issues related to network design
CO3047,L.O.1.6,Nhận biết được các vấn đề liên quan đến công việc quản lý mạng,Identify issues related to configuration and network management
CO3047,L.O.2.1,Cài đặt và cấu hình mạng cục bộ cơ bản,Install and configure basic LAN
CO3047,L.O.2.2,Cài đặt và cấu hình mạng MPLS,Install and configure MPLS network
CO3047,L.O.2.3,Cài đặt và cấu hình mạng đa phương tiện,Install and configure multimedia network
CO3047,L.O.2.4,Cài đặt và cấu hình mạng không dây di động,Install and configure wireless network
CO3047,L.O.3.1,Thiết kế hạ tầng mạng đáp ứng các yêu cầu cho trước,Design network to meet the requirements
CO3047,L.O.3.2,Cấu hình và quản lý mạng đáp ứng các yêu cầu cho trước,Network configuration and management to meet the requirements
CO3047,L.O.4,Tổ chức làm việc theo nhóm để thực hiện bài tập lớn,Organize work group to solve assignments
CO3047,L.O.5,"Nhận thức được sự thay đổi rất nhanh về công nghệ trong lĩnh vực điện toán nói chung và mạng máy tính nói riêng. Để đáp ứng được sự thay đổi này, một người làm trong lĩnh vực mạng máy tính phải cập nhật kiến thức liên tục và suốt đời.","Be ware of the rapid change in general computing technology and network computers in particular, and to keep up-to-date with new technologies networking to update their knowledge continuously"
CO3049,L.O.1.1,Hiểu được các khái niệm về Internet và website,Understand fundamental issues of Internet and website
CO3049,L.O.1.2,"Nắm được thông tin cơ bản về cơ chế hoạt động của một website, những ngôn ngữ lập trình phổ biến dùng để xây dựng website","Understand the way website operates, understand website development life cycle, get to know programming languages for website creation."
CO3049,L.O.1.3,Hiểu vòng đời phát triển một website,Understand website development life cycle
CO3049,L.O.2.1,Hiểu được các thẻ trong cấu trúc một trang web,Understand tags used inside the programming code of a website
CO3049,L.O.2.2,Dùng được các thẻ để xây dựng được một trang web cơ bản,Used the tags to create a basic webpage
CO3049,L.O.2.3,Học được cách tổ chức sắp xếp bên trong một website,Learn how to organize folders and files in a webserver hosting
CO3049,L.O.3.1,"Học và sử dụng được cách trình bày dữ liệu cho một website, bao gồm câu chữ, hình ảnh, âm thanh, video, …","Learn how to present data inside a webpage, including text, images, audio, video, …"
CO3049,L.O.3.2,Thiết kế được giao diện website,Design interface of a website
CO3049,L.O.3.3,Thiết kế tương tác người dùng với website,Design interaction of a user to a website
CO3049,L.O.3.4,Thiết kế cơ sở dữ liệu cho website,Design database for a website
CO3049,L.O.3.5,Nắm vững các ngôn ngữ lập trình web vào việc xây dựng website,Apply knowledge of programming languages into buiding a website
CO3049,L.O.4.1,Đánh giá website theo tiêu chí khả năng sử dụng (usability),Evaluate the website based on usability criteria
CO3049,L.O.4.2,Đánh giá website theo tiêu chí bảo mật,Evaluate the website based on security criteria
CO3049,L.O.4.3,Đánh giá website theo thứ hạng trong các công cụ tìm kiếm,Evaluate the website based on ranking in search engines
CO3049,L.O.5.1,Áp dụng kiến thức về bảo mật để giảm thiểu nguy cơ tấn công,Apply security procedures to secure the website
CO3049,L.O.5.2,Bảo trì và giám sát website trước các nguy cơ tấn công,Maintain and monitoring the website
CO3049,L.O.6.1,Nắm các quy tắc cơ bản được dùng để xếp hạng website trong các công cụ tìm kiếm,Understand basic rules to rate a website used by search engines
CO3049,L.O.6.2,Áp dụng các quy tắc xếp hạng nhằm cải thiện thứ hạng website,Apply the mentioned rules to improve website ranking in search engines
CO3057,L.O.1.1,Giải thích được các khái niệm và giải thuật về xử lý ảnh số trong miền không gian.,Explain the concepts and algorithms of digital image processing in the spatial domain
CO3057,L.O.1.2,Giải thích được các khái niệm và giải thuật về xử lý ảnh số trong miền biến đổi.,Explain the concepts and algorithms of digital image processing in the transform domain.
CO3057,L.O.1.3,Giải thích được sự tương quan giữa 2 miền xử lý (không gian và biến đổi).,Explain the correlation between two processing domains (spatial and transform).
CO3057,L.O.2.1,Minh hoạ khái niệm và giải thuật trong trong Xử lý ảnh số và Thị giác máy tính bằng các hàm có sẵn trong thư viện,Illustrate concepts and algorithms in Digital Image Processing and Computer Vision using functions available in the library.
CO3057,L.O.2.2,Hiện thực được các giải thuật trong trong Xử lý ảnh số và Thị giác máy tính với sự trợ giúp của công cụ hỗ trợ.,Realize algorithms in Digital Image Processing and Computer Vision with the help of support tools.
CO3057,L.O.3,Phát triển được một ứng dụng đơn giản liên quan Xử lý ảnh và Thị giác Máy tính một cách đầy đủ.,Developed a simple application related to Image Processing and Computer Vision in its entirety.
CO3059,L.O.1.1,Giải thích được các khái niệm của môn học,Explaining all the concepts of the course
CO3059,L.O.1.2,Mô hình được đối tượng cơ bản,Building the model of basic objects
CO3059,L.O.1.3,Thực hiện tính toán được với các phép xử lý trong luồng đồ họa,Performing calculations in the Graphics Pipeline
CO3059,L.O.2.1,Hiểu được cấu trúc của chương trình sử dụng thư viện lập trình đồ họa OpenGL,Understand the structure of the program using OpenGL
CO3059,L.O.2.2,Sử dụng OpenGL và Ngôn ngữ lập trình để tạo mô mình lưới cho đối tượng,Using OpenGL and Program Language to build the mesh model for objects
CO3059,L.O.2.3,Sử dụng được các hàm trong OpenGL để hiển thị trực quan đối tượng và cho phép tương tác với người dùng,Using funtions of OpenGL to visualize objects and interactive with users
CO3059,L.O.3.1,Áp dụng các phép biến đổi,Applying transformation
CO3059,L.O.3.2,Áp dụng phép chiếu sáng,Applying lighting and shading
CO3061,L.O.1.1,Xây dựng được một không gian trạng thái để biểu diễn bài toán cần giải quyết.,Define a state space to represent the problem to be solved
CO3061,L.O.1.2,Thiết kế được một giải thuật tìm kiếm heuristic thích hợp để giải bài toán đặt ra.,Design a suitable heuristic search algorithm to solve the problem.
CO3061,L.O.2.1,Sử dụng được logic để biểu diễn và suy luận tri thức cơ bản.,Can use logic to represent and inference knowledge.
CO3061,L.O.2.2,Sử dụng được mạng Bayes để biểu diễn và suy luận tri thức không chắc chắn.,Use the Bayesian Network to represent and inference uncertain knowledge.
CO3061,L.O.3.1,Hiểu biết được một số khái niệm và nguyên lý cơ bản về việc làm cho máy tính tự học,Understand some basic concepts and principles of making computers self-learn.
CO3061,L.O.3.2,Hiểu biết được một số giải thuật cơ bản về việc làm cho máy tính tự học,Understand some of the basic algorithms for making computers self-learn.
CO3061,L.O.4,Hiện thực được một số hệ thống thông minh đơn giản,Implement some simple intelligent systems
CO3065,L.O.1.1,Nắm được các nguyên lý chính của kỹ nghệ yêu cầu,Understand the key principles of requirements engineering
CO3065,L.O.1.2,Đặc tả được các cấu trúc và hành vi phần mềm,Describe software structures and behaviors
CO3065,L.O.2.1,Hiểu được các yêu cầu của cách viết mã chuẩn,Understand the requirements of standard coding
CO3065,L.O.2.2,Vận dụng việc viết mã chuẩn trong một dự án phần mềm nhỏ,Apply standard coding in a small software project
CO3065,L.O.3.1,Biết cách viết unit test cho đoạn mã của mình,Know how to write unit tests for your code
CO3065,L.O.3.2,Thực thi unit test và integrationg test cho đoạn mã của mình,Execute unit test and integrationg test for your code
CO3065,L.O.4.1,Phát biểu được nguyên lý của việc tiến hoá phần mềm,Be able to state the principle of software evolution.
CO3065,L.O.4.2,Giải thích được vai trò của tiến hoá phần mềm trong phát triển phần mềm.,Explain the role of software evolution in software development.
CO3067,L.O.1.1,Kiến trúc máy tính song song,Parallel computer architecture
CO3067,L.O.1.2,Mô hình tính toán song song,Parallel computing model
CO3067,L.O.1.3,Mô hình tính toán mạng,Network computing model
CO3067,L.O.2.1,Lập trình song song bằng ngôn ngữ cấp cao,Parallel programming by high level programming language
CO3067,L.O.2.2,Đồng bộ bằng ngôn ngữ cấp thấp,Synchronization by low-level programming language
CO3067,L.O.3.1,Mô hình đa máy,Multicomputer model
CO3067,L.O.3.2,Mô hình đa xử lý,Multiprocessor model
CO3067,L.O.4,Nhận thức được xu hướng ứng dụng và công nghệ tính toán hiệu năng cao đương thời,Be aware of current application trends and high-performance computing technology
CO3069,L.O.1.1,"Gợi nhớ kiến thức về số học, xác suất thống kê...","Remind knowledge on number theory and, probability and statistics..."
CO3069,L.O.1.2,"Nắm các giải thuật khóa đối xứng và bất đối xứng, các giải thuật mã hóa thông dụng khác, ...","Understand symmetric-key and asymmetric-key algorithms, other known encryption algorithms, ..."
CO3069,L.O.2.1,"Gợi nhớ cấu trúc đơn vị dữ liệu như khung dữ liệu, packet, segment, địa chỉ MAC, địa chỉ IP, các giao thức mạng, ...","Remind structure different data units such as frame, packet, segements, MAC address, IP address, protocols, ..."
CO3069,L.O.2.2,"Thông qua các công cụ như Wireshark và các công cụ khác để phân tích gói tin, ...",Use Wireshark and other tools to analyze data flow
CO3069,L.O.3.1,Nhận dạng và phân loại các kiểu tấn công an ninh mạng dựa trên đặc tính và hành vi,Identify and classify attacks based on characteristics and behaviors of intruders
CO3069,L.O.3.2,So sánh sự khác nhau của các cuộc tấn công dựa trên kết quả phân tích,Compare attacks based on the analysis above
CO3069,L.O.4.1,Mô tả những yếu tố cơ bản cần có để chống lại các nguy cơ an ninh mạng.,Describe issues needed to solve problems of security threats
CO3069,L.O.4.2,Xác định mức độ nguy hại của các nguy cơ bảo mật,Identify dangerous level of security threats
CO3069,L.O.4.3,Đề xuất giải pháp chống lại các nguy cơ an ninh mạng,Suggest solutions on security threats
CO3069,L.O.5.1,Sử dụng công cụ Wireshark để bắt gói tin,UseWireshark to analyze data flow in/out the system
CO3069,L.O.5.2,"Sử dụng các công cụ truy vết, như Whois, nslookup, ...","Use supporting tools on footprinting such as Whois, nslookup,"
CO3069,L.O.5.3,"Sử dụng các công cụ quét, như Nmap, Nessus, Metasploit, Cain&Abel, ...","Use supporting on scanning such as Nmap, Nessus, Metasploit, Cain&Abel, ..."
CO3069,L.O.6.1,Vai trò của chuyên gia an ninh mạng,The role of network security expert
CO3069,L.O.6.2,Cơ hội việc làm,Job opportunities
CO3071,L.O.1.1,Các khái niệm cơ bản trong hệ phân bố,Foundation of distributed systems
CO3071,L.O.1.2,Các mô hình hệ thống phân bố,Distributed system models
CO3071,L.O.1.3,Các phương pháp giao tiếp trên mạng,Distributed system communications
CO3071,L.O.1.4,Các giải thuật phân bố căn bản,Distributed algorithms
CO3071,L.O.2.1,Các đối tượng phân bố,Distributed objects and components
CO3071,L.O.2.2,Mô hình chủ tớ,Client-server model
CO3071,L.O.2.3,Mô hình hệ thống ngang hàng,Peer-to-Peer systems
CO3071,L.O.3.1,Phân tích và xác định các yêu cầu của một hệ phân bố,Analyse and specify distributed system requirements
CO3071,L.O.3.2,Thiết kế và xây dựng một hệ phân bố,Design and implement a distributed system
CO3071,L.O.4.1,Ý thức được các vấn đề về bảo mật và an toàn dữ liệu,Security and data replication
CO3071,L.O.4.2,Ý thức được xu hướng công nghệ và ứng dụng mới,Current trends of distributed systems application and technologies
CO3083,L.O.1.1,Lý thuyết số,Number Theory
CO3083,L.O.1.2,Mã hóa đối xứng,Symmetric Encryption
CO3083,L.O.1.3,Xác thực văn bản và các hàm băm mật mã,Message Authentication and Hash Functions
CO3083,L.O.1.4,Chữ ký số,Signature
CO3083,L.O.1.5,"Các hệ mã khóa công khai: RSA, El Gamal","Popular Public-Key Schemes: RSA, El Gamal"
CO3083,L.O.2.1,"Đường cong elliptic: Cấu trúc nhóm, Tính (siêu-) kỳ dị, Nhân tử hóa","Elliptic Curves: Group Structure, (Super-)singularity, Factorizing"
CO3083,L.O.2.2,"Các hệ mã đường cong elliptic: El Gamal, ECDSA etc.","Elliptic Curve Cryptosystems: El Gamal, ECDSA etc."
CO3083,L.O.3.1,"Dàn: Định nghĩa, giải thuật, LWE,…","Lattices: Definition, Algorithms, LWE,…"
CO3083,L.O.3.2,"Tấn công dàn (phương pháp Regev), Chữ kí diện tử","Cryptographic Applications: Regev's scheme, Signatures,…"
